customer_id,num_services,num_services_active,num_services_inactive,cc_service_count,db_service_count,nlp_service_count,cc_pro_service_count,ml_service_count,integrations_count,third_party_integrations,num_businesses,tier_level,customer_type,enterprise_account,enterprise_account_legacy,is_activated,has_cloud_storage,has_cloud_storage_only,account_size,third_party_integration_flag,register_sale_ord,account_created_time,first_activated_time,min_bill_date,max_bill_date,sticky_bill_date,address,marketing_campaign_response
3974339,3,2,0,0,0,3,0,0,76.0,0.0,20.0,PREMIUM_PLUS,Services,False,False,True,False,False,,2,1.0,2019-01-28 07:46:36,2019-02-12 22:25:19,2019-01-13,2021-03-12,2019-01-18,"74149 Rebecca Tunnel, AZ, US",1
2456902,0,0,0,0,0,0,0,0,207.0,0.0,,PREMIUM,Customer,False,False,False,True,True,,1,,2017-08-29 14:26:08,,2017-08-19,2020-03-08,2017-09-09,"5624 Escobar Place, TX, US",0
603384,0,0,0,0,0,0,0,0,36.0,0.0,16.0,PREMIUM_PLUS,Business_type_1,False,False,False,True,True,small,1,,2015-10-05 17:44:18,,2016-05-12,2019-05-31,2016-05-19,"42640 Karen Island, FL, US",0
5395857,5,1,0,0,0,6,0,0,98.0,0.0,,PREMIUM_PLUS,Customer,False,False,True,False,False,,2,1.0,2020-03-20 19:42:29,2020-03-24 17:23:45,2020-02-29,2021-04-08,2020-02-27,"9203 Perez Views Suite 388, ON, CA",1
4911127,8,9,0,0,0,0,0,0,210.0,7.0,616.0,PREMIUM_PLUS,Customer,False,False,True,False,False,,1,1.0,2019-11-01 19:24:41,2019-11-14 14:56:34,2019-10-17,2021-03-23,2019-11-22,"7421 Mariah Isle Apt. 552, NY, US",1
3577256,10,14,0,0,0,0,16,0,297.0,30.0,10.0,PREMIUM,Business_type_1,False,False,True,False,False,large,1,2.0,2018-08-20 01:11:30,2018-10-22 17:44:57,2018-09-08,2021-04-10,2018-12-30,"5626 Jerry Trafficway, WA, US",1
1194779,0,0,0,0,0,0,0,0,140.0,0.0,,PREMIUM,Customer,False,False,False,True,True,,1,,2016-04-11 17:16:18,,2016-06-23,2021-02-16,2016-06-04,"6409 Cathy Trace, NY, US",0
5213925,10,2,0,0,0,0,0,0,147.0,8.0,,PREMIUM_PLUS,Services,False,False,True,False,False,,2,1.0,2020-01-31 21:23:11,2020-01-31 22:16:25,2020-02-21,2021-03-23,2020-02-27,"48399 Christopher Keys Apt. 044, CA, US",1
1018304,0,0,0,0,0,0,0,0,171.0,0.0,,PREMIUM,Customer,False,False,False,True,True,,1,,2016-02-20 20:57:12,,2016-02-16,2016-04-19,2016-02-29,"19480 Bates Keys Apt. 828, CA, US",0
1074081,0,0,0,0,0,0,0,0,190.0,0.0,32.0,PREMIUM,Services,False,False,False,True,True,,1,,2016-03-30 21:11:33,,2016-04-10,2016-03-23,,"47556 Gary Rue, MD, US",0
167299,32,12,0,9,5,0,0,0,68.0,1.0,,BASIC,Business_type_1,False,False,True,True,False,large,2,,2014-11-18 00:47:27,2014-11-01 20:43:20,2014-11-20,2021-04-05,2014-11-10,"84075 Thomas Meadows Suite 304, NJ, US",1
1320575,0,0,0,0,0,0,0,0,20.0,0.0,396.0,PREMIUM,Customer,False,False,False,True,True,small,1,,2016-06-26 21:41:37,,2017-03-26,2018-02-17,2017-04-23,"429 Lane Lights, FL, US",0
309393,14,18,0,0,0,0,0,0,170.0,32.0,,PREMIUM,Business_type_1,False,False,True,False,False,large,2,2.0,2015-05-25 22:36:44,2015-06-20 21:20:27,2015-05-19,2021-03-03,2015-08-04,"20733 Tammy Mountain Suite 475, TX, US",1
2384027,0,0,0,0,0,0,0,0,125.0,0.0,64.0,BASIC,Business_type_1,False,False,False,True,True,small,1,,2017-07-06 21:10:51,,2017-06-26,2017-07-25,2017-07-30,"0754 Black Island Apt. 750, WA, US",0
2284779,9,2,0,0,0,0,0,0,60.0,0.0,12.0,PREMIUM_PLUS,Services,False,False,True,False,False,,2,,2017-06-28 14:34:46,2017-06-07 22:35:37,2017-05-14,2019-07-01,2017-05-16,"76807 Mann Pines Suite 443, GA, US",1
1329123,0,0,0,0,0,0,0,0,62.0,18.0,42.0,BASIC,Customer,False,False,False,True,True,small,1,,2016-06-15 12:57:29,,2016-08-24,2019-07-31,2016-07-28,"3809 Jordan Ville, VA, US",0
4495886,9,1,0,0,0,0,10,0,84.0,9.0,14.0,BASIC,Business_type_1,False,False,True,False,False,large,2,2.0,2019-06-22 19:49:03,2019-06-02 20:49:52,2019-06-04,2021-03-29,2019-07-11,"906 Brooks Lodge Suite 951, OH, US",1
131393,4,10,0,5,0,0,0,0,31.0,27.0,,BASIC,Customer,False,False,True,True,False,small,1,,2014-09-09 15:28:47,2014-10-03 19:17:41,2014-09-02,2020-04-03,2014-09-23,"3224 Dawn Forest Suite 046, WV, US",1
5506185,0,0,0,0,0,0,0,0,207.0,0.0,,PREMIUM,Services,False,False,False,False,False,,1,,2020-04-12 10:01:11,,2020-05-18,2020-04-30,2020-05-17,"1783 Danielle Causeway Suite 034, CT, US",0
4942882,9,4,0,0,0,0,0,0,189.0,3.0,,PREMIUM,Business_type_1,False,False,True,False,False,,2,1.0,2019-10-08 17:44:11,2019-12-05 21:46:01,2019-12-07,2021-03-21,2019-11-29,"6535 Andrea Lodge, WA, US",1
1787733,8,18,0,8,0,0,0,0,190.0,24.0,8.0,BASIC,Business_type_1,False,False,True,True,False,large,2,,2016-10-05 02:34:40,2016-11-01 17:52:04,2016-12-16,2021-02-17,2016-12-13,"02248 Julie Burgs Apt. 097, CA, US",1
697387,0,0,0,0,0,0,0,0,220.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2015-11-30 09:31:50,,2015-10-28,2021-03-29,2015-11-26,"03262 Jessica Shoal, DE, US",0
3147384,1,5,0,0,0,8,0,0,180.0,0.0,,PREMIUM_PLUS,Customer,False,False,True,False,False,,2,1.0,2018-03-17 16:48:00,2018-05-06 18:46:10,2018-05-11,2021-03-04,2018-05-09,"3657 Brown Landing Apt. 120, MI, US",1
6159789,7,7,0,0,0,7,0,0,112.0,0.0,,PREMIUM_PLUS,Services,False,False,True,False,False,,1,,2020-10-29 16:39:42,2020-12-14 15:56:43,2020-12-09,2021-02-11,2020-11-10,"93134 Amber Tunnel Suite 082, QC, CA",1
1158802,3,18,0,0,0,3,0,0,130.0,0.0,8.0,LITE,Business_type_1,False,False,True,True,False,,2,2.0,2016-04-02 16:05:05,2017-07-09 21:14:13,2016-05-09,2021-03-31,2016-04-03,"870 Arthur Square Apt. 944, LA, US",1
5995689,2,12,0,0,0,16,0,0,132.0,8.0,965.0,PREMIUM_PLUS,Customer,False,False,True,False,False,small,2,,2020-10-04 00:27:30,2020-09-18 20:52:15,2020-11-14,2021-03-31,2020-10-22,"08518 Hawkins Cliffs, NV, US",1
5823552,5,9,0,0,0,9,0,0,14.0,0.0,,PREMIUM_PLUS,Services,False,False,True,False,False,,1,1.0,2020-09-03 17:31:25,2020-08-04 15:12:24,2020-07-19,2021-03-12,2020-08-26,"94987 Adam Mission Apt. 888, ON, CA",1
399951,0,0,0,0,0,0,0,0,260.0,2.0,12.0,BASIC,Customer,False,False,False,False,False,small,1,,2015-08-22 19:19:54,,2015-09-12,2016-01-10,2015-10-03,"11691 Salinas Forges Apt. 069, IL, US",0
3210148,1,6,0,0,0,9,0,0,132.0,4.0,359.0,PREMIUM_PLUS,Customer,False,True,True,True,False,,2,1.0,2018-04-06 09:50:27,2018-03-31 19:00:08,2018-04-25,2021-02-09,2018-04-29,"1465 Charles Mill, TX, US",1
5711731,0,0,0,0,0,0,0,0,216.0,0.0,,PREMIUM,Customer,False,False,False,True,True,,1,,2020-06-14 17:05:40,,2020-07-13,2021-04-07,2020-06-02,"5324 Clark Bypass, FL, US",0
323335,0,0,0,0,0,0,0,0,62.0,40.0,28.0,BASIC,Business_type_1,False,False,False,True,True,,1,,2015-07-14 18:51:09,,2015-06-22,2017-12-28,2015-07-20,"007 Jackson Knoll, PA, US",0
5688892,4,7,0,0,0,10,0,0,140.0,0.0,,LITE,Services,False,False,True,False,False,,1,3.0,2020-07-10 15:47:11,2020-07-20 17:09:24,2020-06-01,2021-04-05,2020-07-21,"9885 Butler Port Suite 953, OR, US",1
1703916,0,0,0,0,0,0,0,0,48.0,0.0,,PREMIUM_PLUS,Business_type_1,False,False,False,False,False,,1,,2016-10-27 00:29:31,,2016-10-31,2018-03-03,2016-09-14,"89266 Carolyn Estates Apt. 704, NE, US",0
1794415,0,0,0,0,0,0,0,0,40.0,0.0,20.0,PREMIUM,Services,False,False,False,True,True,,1,,2016-10-30 15:51:54,,2016-11-23,2017-03-21,2017-03-29,"191 Guzman Roads, NY, US",0
3976901,0,0,0,0,0,0,0,0,225.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2019-01-14 19:29:43,,2019-02-07,2021-01-17,2019-02-15,"21092 Moore Stream, CA, US",0
5995295,1,1,0,0,0,10,0,0,279.0,8.0,,LITE,Customer,False,False,True,False,False,small,2,,2020-09-04 21:36:50,2020-09-12 01:46:44,2020-10-20,2021-03-14,2020-09-22,"5594 Harrison Locks, AL, US",1
4114497,5,6,0,0,0,1,0,0,32.0,12.0,36.0,PREMIUM_PLUS,Customer,False,False,True,False,False,,2,1.0,2019-02-13 22:49:05,2019-02-25 18:40:41,2019-02-19,2021-02-07,2019-03-09,"0548 Matthew Freeway, AB, CA",1
157007,10,4,0,0,9,0,7,0,144.0,0.0,18.0,BASIC,Business_type_1,False,False,True,True,False,small,2,,2014-11-01 20:32:01,2014-11-14 22:23:00,2014-10-11,2019-06-25,2014-10-03,"036 Sarah Views, AR, US",1
3830316,0,0,0,0,0,0,0,0,180.0,0.0,,PREMIUM_PLUS,Services,False,False,False,False,False,,1,,2018-11-18 18:11:56,,2018-11-07,2019-01-06,2019-01-05,"268 Frank Rest, FL, US",0
4014708,0,0,0,0,0,0,0,0,240.0,7.0,,PREMIUM,Services,False,False,False,True,True,,1,,2019-01-08 20:39:12,,2019-08-02,2020-02-24,2019-08-29,"101 Hudson Ranch, UT, US",0
1742463,6,6,0,0,8,0,0,0,36.0,0.0,,PREMIUM_PLUS,Customer,False,False,True,False,False,,2,,2016-10-28 19:52:49,2016-10-29 21:10:13,2016-11-09,2016-10-26,,"403 Sanchez Mountain, CA, US",1
3174343,6,5,0,0,0,1,0,0,248.0,18.0,28.0,LITE,Business_type_1,False,False,True,False,False,large,2,2.0,2018-03-28 19:20:13,2018-03-28 22:35:18,2018-03-26,2021-03-19,2018-05-17,"90652 Katherine Lock, OR, US",1
1502576,0,0,0,0,0,0,0,0,32.0,0.0,112.0,BASIC,Customer,False,False,False,True,True,,2,,2016-06-15 18:02:22,,2017-01-13,2019-05-27,2017-01-25,"7782 Michael Mills Apt. 339, CA, US",0
4919324,6,9,0,0,0,0,0,0,21.0,7.0,1225.0,PREMIUM_PLUS,Customer,False,False,True,False,False,,1,1.0,2019-11-20 06:14:11,2020-02-15 13:54:28,2020-02-26,2021-03-25,2020-01-16,"78897 Scott Common Suite 606, FL, US",1
3856745,0,0,0,0,0,0,0,0,72.0,0.0,,PREMIUM,Services,False,False,False,True,True,small,1,,2018-12-30 14:49:25,,2018-12-15,2021-04-01,2019-01-02,"1353 Moore Stream, OH, US",0
3172423,6,10,0,0,0,0,0,0,95.0,0.0,,PREMIUM_PLUS,Customer,False,False,True,False,False,small,1,1.0,2018-03-14 18:54:47,2018-03-15 21:04:56,2018-05-06,2020-07-14,2018-04-15,"09396 Erik Dam, TX, US",1
2626944,0,0,0,0,0,0,0,0,96.0,0.0,,PREMIUM,Customer,False,False,False,True,True,,1,,2017-09-27 19:49:36,,2017-09-29,2021-02-20,2017-10-09,"47226 Megan Shores, IL, US",0
4509961,35,20,0,0,0,1,20,0,90.0,8.0,,BASIC,Customer,False,False,True,False,False,medium,1,3.0,2019-06-15 16:36:57,2019-06-28 20:47:06,2019-06-30,2021-04-01,2019-07-15,"1789 Murphy Harbors Suite 843, NY, US",1
4884585,3,10,0,0,0,10,0,0,152.0,0.0,,PREMIUM_PLUS,Services,False,False,True,False,False,,2,,2019-10-31 16:19:06,2019-11-27 20:28:23,2019-11-20,2020-02-26,2020-03-02,"349 Arnold Turnpike, FL, US",1
4100159,12,18,0,0,0,6,0,0,57.0,0.0,,PREMIUM_PLUS,Services,False,False,True,True,False,large,1,1.0,2019-02-14 15:44:37,2019-02-23 14:10:00,2019-02-16,2021-03-04,2019-04-29,"762 Frank Loop Apt. 737, OH, US",1
2725980,0,0,0,0,0,0,0,0,216.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2017-10-03 16:05:17,,2017-11-27,2021-04-04,2017-10-27,"935 Travis Radial, CA, US",0
3541628,18,4,0,0,0,0,20,0,208.0,0.0,,BASIC,Business_type_1,False,False,True,False,False,,1,2.0,2018-08-20 23:57:57,2018-09-08 16:44:39,2018-09-29,2021-03-17,2018-10-04,"414 Michael Green, CA, US",1
6089483,9,9,0,0,0,5,0,0,42.0,0.0,2.0,PREMIUM_PLUS,Customer,False,False,True,False,False,,2,,2020-10-27 10:32:50,2020-10-03 19:15:43,2020-10-20,2021-02-02,2020-11-28,"0151 Timothy Land Suite 181, BC, CA",1
2247948,0,0,0,0,0,0,0,0,72.0,0.0,,PREMIUM_PLUS,Customer,False,False,False,False,False,small,2,,2017-06-10 22:29:17,,2017-06-11,2019-01-28,2017-06-25,"5363 Jennifer Parks, FL, US",0
5559585,0,0,0,0,0,0,0,0,216.0,0.0,,PREMIUM,Customer,False,False,False,True,True,,1,,2020-04-27 10:35:57,,2020-04-21,2020-09-07,2020-05-19,"193 Mcdonald Run, CO, US",0
4372108,0,0,0,0,0,0,0,0,216.0,0.0,,PREMIUM,Business_type_1,False,False,False,True,True,small,1,,2019-04-29 09:15:35,,2020-02-03,2020-01-30,,"0997 Harrison Forge, GA, US",0
3992741,0,0,0,0,0,0,0,0,156.0,0.0,3.0,BASIC,Business_type_1,False,False,False,False,False,,1,,2019-01-11 06:32:11,,2019-03-02,2019-03-16,2019-03-01,"26532 Joseph Field, CO, US",0
3594145,7,10,0,0,0,5,0,0,19.0,0.0,20.0,PREMIUM_PLUS,Services,False,False,True,False,False,,2,1.0,2018-09-22 15:31:41,2018-08-28 13:28:34,2018-09-29,2021-03-09,2018-09-26,"55260 Greene Turnpike Suite 108, FL, US",1
336367,4,5,0,0,0,0,0,0,105.0,0.0,20.0,PREMIUM_PLUS,Services,False,False,True,False,False,,1,,2015-06-09 22:00:13,2015-06-20 18:35:18,2015-06-19,2017-01-16,2015-06-13,"7070 Pitts Field, FL, US",0
3875542,0,0,0,0,0,0,0,0,50.0,0.0,,BASIC,Business_type_1,False,False,False,False,False,,1,2.0,2019-01-08 07:20:22,,2018-12-31,2020-10-23,2018-12-02,"590 Pamela Center Suite 361, NY, US",1
2611740,0,0,0,0,0,0,0,0,72.0,0.0,,PREMIUM,Business_type_1,False,False,False,True,True,,1,,2017-08-30 20:32:41,,2017-10-05,2019-01-30,2017-09-06,"747 Golden Plain, FL, US",0
2808119,4,0,4,0,0,0,0,0,128.0,0.0,,LITE,Services,False,False,False,False,False,medium,2,,2017-11-16 13:17:55,,2018-03-27,2019-06-30,2018-04-29,"3093 Lee Brook, UT, US",1
3277410,44,11,0,0,0,55,0,0,19.0,9.0,56.0,PREMIUM_PLUS,Services,False,False,True,False,False,large,2,1.0,2018-05-13 07:55:10,2018-06-26 13:21:17,2018-05-09,2021-04-10,2018-07-01,"29232 Brown Fork Suite 470, DE, US",1
2067424,0,0,0,0,0,0,0,0,176.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2017-03-19 17:01:11,,2017-10-26,2017-09-30,,"852 Austin Orchard Apt. 923, FL, US",0
2699604,0,0,0,0,0,0,0,0,120.0,0.0,,PREMIUM,Customer,False,False,False,True,True,,1,,2017-10-31 15:58:38,,2017-12-31,2021-03-13,2017-12-31,"260 Pineda Haven Apt. 013, OH, US",0
2484635,3,3,0,0,0,0,0,0,160.0,0.0,,PREMIUM_PLUS,Customer,False,False,True,True,False,small,2,1.0,2017-08-21 17:15:03,2017-09-09 20:48:00,2017-08-04,2021-02-26,2017-08-20,"07948 James Tunnel, NC, US",1
2372863,10,2,0,0,0,0,0,0,16.0,0.0,32.0,PREMIUM,Services,False,False,True,True,False,,1,,2017-05-30 20:34:41,2017-07-28 20:38:54,2017-07-04,2018-04-11,2017-06-27,"486 Smith Glens Suite 678, IN, US",0
4027410,0,0,0,0,0,0,0,0,171.0,0.0,40.0,PREMIUM_PLUS,Services,False,False,False,True,True,,1,,2019-01-31 16:46:15,,2019-02-23,2021-03-19,2019-01-27,"07965 Murphy Parkway Suite 693, AR, US",0
4870877,0,0,0,0,0,0,0,0,96.0,0.0,,LITE,Services,False,False,False,True,True,,2,,2019-10-02 18:52:11,,2019-09-25,2020-02-12,2019-10-14,"0148 Barbara Place Suite 739, MO, US",0
3980165,9,5,0,0,0,5,0,0,80.0,0.0,,LITE,Services,False,False,True,False,False,,2,,2019-01-13 15:55:44,2019-02-07 15:05:20,2019-02-02,2019-02-21,,"46198 Heather Route Suite 434, VA, US",1
4236130,7,10,0,0,0,0,0,0,42.0,9.0,10220.0,PREMIUM_PLUS,Services,False,False,True,False,False,small,2,,2019-05-03 17:13:40,2019-09-05 17:21:21,2020-02-15,2021-03-04,2020-01-29,"88770 Gonzalez Point, GA, US",1
4202887,12,14,0,0,0,0,0,0,176.0,10.0,,PREMIUM_PLUS,Services,False,False,True,False,False,medium,1,1.0,2019-04-16 19:31:08,2019-03-17 19:39:40,2019-03-29,2021-02-27,2019-04-09,"9225 Ayers Lodge Apt. 090, LA, US",1
4390771,18,6,0,0,0,0,10,0,64.0,0.0,,BASIC,Business_type_1,False,False,True,True,False,large,1,,2019-06-21 06:58:58,2019-05-15 17:54:26,2019-06-22,2020-03-06,2019-06-16,"70789 Hines Corners, FL, US",1
6232946,1,0,4,0,0,0,0,0,234.0,0.0,,PREMIUM,Services,False,False,False,False,False,,2,,2021-01-08 20:20:03,,2020-12-06,2021-01-08,,"9489 Matthew Tunnel Apt. 281, GA, US",0
5320182,0,0,0,0,0,0,0,0,76.0,0.0,,PREMIUM_PLUS,Services,False,False,False,True,True,,1,,2020-02-06 22:53:59,,2020-01-26,2020-07-14,2020-03-07,"46871 Jennifer Turnpike, TX, US",0
4126427,6,5,0,0,0,0,0,0,200.0,1.0,,PREMIUM,Customer,False,False,True,True,False,,1,2.0,2019-04-09 13:33:38,2019-04-12 12:21:41,2019-03-31,2021-02-11,2019-04-19,"4873 Chapman Roads, SC, US",1
2910772,14,2,0,5,0,0,0,0,320.0,28.0,16.0,BASIC,Business_type_1,False,False,True,False,False,large,1,,2018-01-14 20:56:52,2018-01-26 17:26:30,2018-02-19,2021-03-02,2018-02-22,"1756 John Mountain Suite 554, FL, US",1
4849052,4,8,0,0,0,5,0,0,85.0,0.0,,PREMIUM_PLUS,Business_type_1,False,False,True,False,False,,2,1.0,2019-10-25 09:53:27,2019-10-17 23:43:59,2019-10-11,2021-03-14,2019-10-11,"54402 Moore Haven Apt. 100, ON, CA",1
428326,0,0,0,0,0,0,0,0,80.0,0.0,,PREMIUM_PLUS,Customer,False,False,False,False,False,,1,,2015-09-02 19:13:43,,2015-08-15,2019-11-03,2015-08-04,"4246 Jackson Common Apt. 122, OH, US",0
1527371,0,0,0,0,0,0,0,0,171.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2016-07-19 19:40:08,,2016-08-28,2017-02-18,2016-08-01,"5872 Sean Ports, NJ, US",0
2374700,0,0,0,0,0,0,0,0,192.0,4.0,,PREMIUM,Services,False,False,False,True,True,,1,,2017-06-11 12:52:58,,2017-07-08,2019-08-15,2017-06-28,"94199 Steven Manors, VA, US",0
2317319,0,0,0,0,0,0,0,0,207.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2017-06-17 18:22:35,,2017-05-31,2017-09-14,2017-05-28,"83576 Silva Plains Suite 028, TX, US",0
663706,0,0,0,0,0,0,0,0,160.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2015-11-07 16:08:43,,2016-03-04,2021-02-11,2016-02-23,"6641 Brandy Ferry Suite 386, WI, US",0
4368996,6,4,0,0,0,0,0,0,76.0,0.0,40.0,PREMIUM_PLUS,Customer,False,False,True,False,False,,1,1.0,2019-05-14 17:49:51,2019-06-01 16:39:53,2019-05-01,2021-03-05,2019-04-30,"298 Donovan Junction Apt. 774, NV, US",1
4076168,5,2,0,0,0,0,0,0,80.0,0.0,12.0,PREMIUM,Business_type_1,False,False,True,False,False,small,1,2.0,2019-02-03 18:07:24,2019-02-20 04:48:05,2019-03-22,2020-06-22,2019-02-14,"6269 Lynn Radial Suite 398, CA, US",1
5305416,0,0,0,0,0,0,0,0,161.0,0.0,14.0,PREMIUM,Customer,False,False,False,True,True,,1,,2020-01-21 10:38:47,,2020-03-27,2020-02-07,2020-03-26,"20577 Justin Stream, NY, US",0
3418674,0,0,0,0,0,0,0,0,216.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2018-07-05 22:02:15,,2019-05-17,2019-06-22,2019-04-27,"585 Murphy Lane, IA, US",0
2985498,0,0,0,0,0,0,0,0,207.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2018-02-09 20:36:24,,2018-02-12,2020-02-16,2018-03-09,"20552 William Lane Suite 487, NC, US",0
2012012,10,4,0,0,0,0,0,0,63.0,0.0,,PREMIUM_PLUS,Customer,False,False,True,False,False,,1,1.0,2017-02-23 17:50:49,2017-02-19 16:39:00,2017-02-27,2021-03-17,2017-01-30,"639 Jonathan Rest, NC, US",1
940978,7,6,0,1,0,0,0,0,240.0,0.0,,BASIC,Customer,False,False,True,False,False,,1,,2016-01-29 17:40:24,2016-02-16 15:36:57,2017-01-01,2020-06-18,2016-12-07,"91247 Ryan Knoll, AL, US",0
4933434,8,1,0,0,0,10,0,0,54.0,0.0,,PREMIUM_PLUS,Services,False,False,True,False,False,,1,,2019-11-17 18:17:53,2019-11-06 19:27:26,2019-11-01,2019-11-02,2019-12-11,"0477 Thomas Heights, PA, US",1
5572217,0,0,0,0,0,0,0,0,135.0,0.0,,PREMIUM,Customer,False,False,False,True,True,,1,,2020-05-15 17:03:55,,2020-04-29,2021-01-02,2020-06-14,"76424 James Lake, CA, US",0
4410485,9,9,0,0,0,1,0,0,65.0,0.0,10.0,PREMIUM_PLUS,Services,False,False,True,False,False,medium,1,1.0,2019-05-06 21:50:06,2019-05-27 14:13:13,2019-07-02,2021-02-22,2019-05-19,"431 Simpson Squares Apt. 843, NS, CA",1
5143776,14,12,0,0,0,0,2,0,203.0,8.0,,BASIC,Business_type_1,False,False,True,False,False,large,1,2.0,2020-01-10 00:57:35,2020-01-05 20:22:55,2020-02-09,2021-03-08,2020-01-13,"129 Holmes Mountains, NM, US",1
2749377,7,4,0,0,0,0,0,0,16.0,0.0,28.0,PREMIUM,Business_type_1,False,False,True,True,False,small,2,,2017-11-02 15:16:41,2018-05-20 19:02:18,2018-07-09,2019-10-26,2018-05-15,"3116 Joshua Drives Apt. 505, NJ, US",1
5356244,9,9,0,0,0,0,1,0,210.0,6.0,,Q,Business_type_1,False,False,True,True,False,medium,2,2.0,2020-01-27 20:43:57,2020-02-10 19:30:41,2020-03-26,2021-02-13,2020-03-01,"015 Roy Groves, CO, US",1
4476996,0,0,0,0,0,0,0,0,128.0,0.0,,PREMIUM,Business_type_1,False,False,False,True,True,large,1,,2019-06-30 19:39:47,,2019-08-25,2020-03-22,2019-07-30,"146 Thompson Mountains, OH, US",0
795577,10,1,0,0,0,0,0,0,75.0,0.0,,PREMIUM_PLUS,Services,False,False,True,False,False,small,1,,2015-12-10 17:34:20,2015-12-29 19:36:32,2016-01-28,2019-11-25,2015-12-31,"93287 Charles Circle Apt. 532, OR, US",0
952620,6,20,0,0,0,0,0,0,38.0,0.0,,PREMIUM_PLUS,Services,False,False,True,False,False,,1,,2016-01-13 20:06:14,2016-02-03 22:15:07,2016-01-17,2021-02-13,2016-03-18,"89699 Valdez Station, CA, US",0
2082156,7,7,0,0,0,0,0,0,168.0,8.0,24.0,PREMIUM_PLUS,Customer,False,False,True,False,False,small,1,1.0,2017-04-03 17:18:46,2017-03-17 16:05:52,2017-03-18,2021-03-22,2017-04-27,"4493 Alexis Villages Suite 196, TX, US",1
1466916,0,0,0,0,0,0,0,0,38.0,0.0,,PREMIUM,Services,False,False,False,True,True,,1,,2016-06-23 19:03:51,,2016-07-30,2017-11-13,2016-07-07,"65596 Brandon Turnpike, AZ, US",0
2228634,7,10,0,0,0,0,0,0,72.0,0.0,12.0,PREMIUM_PLUS,Customer,False,False,True,False,False,,1,,2017-05-26 11:10:52,2017-04-18 19:51:50,2017-06-14,2017-10-29,2017-06-02,"108 Nicole Garden, MD, US",1
